"Store","WeekDate","Temperature","FuelPrice","CPI","UnemploymentRate"
14,"2011-11-11",47.65,3.53,188.0632345,8.523
5,"2010-06-18",83.91,2.637,212.0119769,6.465
28,"2010-09-03",83.12,3.087,126.1019355,14.18
25,"2010-11-12",40.68,2.931,205.2098614,7.484
17,"2011-06-03",49.61,3.752,129.0490323,6.774
10,"2011-03-25",62.53,3.716,128.6160645,8.744
23,"2012-05-18",58.42,3.899,138.1065806,4.125
42,"2010-07-09",91.03,3.1,126.1518,9.199
44,"2011-06-10",61.39,3.732,129.0357097,6.906
28,"2012-09-14",83.64,4.133,130.9776667,10.926
11,"2011-07-01",86.43,3.524,218.5467052,7.567
15,"2012-09-07",71.61,4.076,138.4729355,8.193
14,"2012-10-12",54.47,4,192.3272654,8.667
18,"2012-08-10",75.7,3.772,138.1437742,8.535
1,"2010-06-25",84.34,2.653,211.3386526,7.808
43,"2010-10-01",77.93,2.603,203.5934286,10.21
9,"2010-03-26",51.8,2.732,214.5531227,6.415
4,"2011-12-23",35.92,3.103,129.9845484,5.143
27,"2011-04-15",52.24,3.981,138.1646952,7.725
19,"2012-04-13",44.42,4.187,137.868,8.15
18,"2012-06-08",59.1,3.746,138.1174194,8.304
30,"2010-11-12",60.95,2.728,211.6608975,8.163
17,"2012-04-13",46.94,3.833,131.108,6.235
6,"2010-04-30",68.91,2.78,211.8942725,7.092
3,"2011-05-27",84.41,3.786,218.8860765,7.574
43,"2010-09-17",78.86,2.582,203.4499286,9.816
1,"2011-08-26",87.96,3.523,215.7332258,7.962
13,"2010-05-21",57.71,2.95,126.1843871,8.107
33,"2011-04-15",64.64,4.089,128.9107333,8.687
13,"2012-06-22",72.89,3.737,130.7929,5.965
1,"2011-03-04",59.58,3.288,213.8233327,7.742
33,"2011-09-30",89.1,3.877,129.6060667,8.442
32,"2011-12-23",25.97,3.173,196.1713893,8.513
39,"2010-02-05",44.3,2.572,209.8529663,8.554
28,"2011-02-11",51.3,3.381,127.859129,14.021
4,"2012-01-13",34.41,3.263,130.244,4.607
23,"2010-08-27",63.25,2.77,132.6932258,5.326
45,"2010-12-03",40.93,3.046,182.6676154,8.724
21,"2010-03-19",54.68,2.72,210.8733316,8.324
6,"2010-03-26",53.74,2.732,212.533737,7.259
22,"2012-05-04",50.75,3.991,142.0177929,7.671
38,"2012-07-27",93.47,3.769,130.7195806,10.926
36,"2011-03-04",64.55,3.282,212.576205,8.395
1,"2011-04-29",72.03,3.81,215.6279544,7.682
9,"2011-07-01",89.14,3.524,218.7796415,6.404
8,"2011-11-25",49.61,3.236,221.9491571,6.123
13,"2011-01-28",31.64,2.96,127.5800323,7.47
18,"2012-08-03",72.67,3.698,138.1735806,8.535
7,"2010-11-26",17.95,2.742,191.0121805,9.137
42,"2011-02-18",61.77,3.43,127.99525,8.744
34,"2010-08-20",76.45,2.671,126.0766452,9.816
26,"2011-09-16",55.19,3.809,136.3145,7.767
41,"2011-06-03",54.81,3.763,192.8418131,6.934
29,"2011-03-18",43.38,3.634,133.8492258,10.256
29,"2011-12-23",39.83,3.413,136.5883871,9.357
1,"2011-09-30",79.69,3.355,216.7105965,7.962
14,"2010-07-30",79.78,2.781,182.4415378,8.743
34,"2010-09-24",69.78,2.642,126.1900333,9.816
15,"2010-07-09",77.33,2.94,132.5461333,8.099
41,"2012-07-20",74.06,3.585,197.9290378,6.432
42,"2010-03-19",61.46,3.054,126.6066452,9.765
2,"2011-02-11",33.19,3.022,212.5928624,8.028
17,"2010-12-17",25.13,2.842,126.8794839,6.885
3,"2011-07-29",88.07,3.682,218.8440545,7.567
39,"2011-11-25",66.36,3.236,217.1812533,7.716
33,"2012-04-27",83.07,4.088,131.1266667,7.396
44,"2012-09-14",68.55,3.749,130.9776667,5.407
23,"2010-02-26",32.68,2.753,131.686,5.892
4,"2011-02-25",49,3.087,128.13,6.51
29,"2011-03-11",41.42,3.6,133.7361429,10.256
22,"2011-02-11",28.89,3.255,137.1378318,8.458
12,"2010-09-24",81.77,2.939,126.1900333,14.18
18,"2010-03-12",42.39,2.805,131.784,9.202
25,"2012-08-10",71.93,3.722,214.7484595,7.28
16,"2010-08-06",67.42,2.69,190.0990028,6.868
31,"2010-10-01",70.28,2.603,211.3298742,8.163
44,"2012-01-06",33.8,3.08,130.1575161,5.774
22,"2012-01-13",39,3.523,140.7048214,7.503
30,"2011-07-08",89.16,3.48,214.9296249,7.852
4,"2010-12-03",46.4,2.727,126.7313333,7.127
17,"2012-06-22",62.9,3.737,130.7929,6.235
34,"2010-08-13",76.72,2.698,126.064,9.816
6,"2012-10-12",65.43,3.601,225.0054733,5.329
45,"2011-04-22",53.04,3.892,185.6684673,8.521
13,"2011-05-27",54.62,3.778,129.0623548,7.193
43,"2012-08-31",81.12,3.638,213.6736313,9.285
23,"2012-08-17",69.97,3.84,138.1857097,4.156
17,"2011-12-16",21.07,3.282,129.8980645,6.617
16,"2011-12-02",27.83,3.378,195.8223287,6.232
45,"2011-12-30",37.79,3.389,189.0620155,8.523
39,"2012-06-29",85.72,3.286,220.5278796,6.989
1,"2010-09-17",82.11,2.582,211.5224596,7.787
39,"2012-08-10",83.47,3.494,220.6404663,6.623
21,"2011-07-22",90.27,3.651,215.0749122,7.852
23,"2012-09-21",56.8,4.056,138.6534,4.156
4,"2010-03-12",49.63,2.704,126.6042857,8.623
18,"2012-09-28",58.24,4.018,138.7395,8.535
10,"2010-09-17",85.52,3.028,126.1454667,9.199
5,"2011-08-26",89.18,3.523,216.2950176,6.529
36,"2011-07-22",83.31,3.637,214.1713416,8.177
13,"2012-10-19",52.06,3.781,131.1499677,5.621
31,"2011-11-18",61.9,3.308,217.8670218,7.441
42,"2012-05-18",85.19,4.308,131.0983226,7.382
30,"2011-03-11",54.69,3.459,213.7646401,8.028
18,"2011-03-25",36.65,3.624,133.9587419,9.131
9,"2010-04-09",64.95,2.77,214.1399135,6.384
6,"2012-05-18",70.5,3.63,223.3511928,5.964
33,"2010-03-05",59.17,2.877,126.5782857,10.115
9,"2012-04-06",68.83,3.891,225.1820555,5.539
4,"2011-08-19",82.77,3.55,129.2405806,5.644
2,"2010-05-07",71.28,2.835,210.0011018,8.2
12,"2012-06-22",91.61,4.014,130.7929,11.627
39,"2011-06-17",85.21,3.637,213.7481256,8.3
28,"2011-12-16",43.29,3.6,129.8980645,12.89
15,"2012-05-25",67.97,3.979,138.1101935,8.15
8,"2011-04-01",49.86,3.524,218.2586281,6.297
10,"2011-05-20",72.62,3.99,129.0756774,8.494
10,"2010-03-05",55.92,2.877,126.5782857,9.765
38,"2011-01-07",37.64,3.287,127.1917742,14.021
11,"2012-09-07",85.17,3.73,225.9660263,6.334
10,"2010-07-23",88.44,3.112,126.1283548,9.199
16,"2011-12-23",20.79,3.173,196.1713893,6.232
28,"2010-08-27",93.19,3.129,126.0892903,14.18
40,"2010-10-29",47.1,2.938,132.8708387,5.287
40,"2010-09-03",70.66,2.735,132.7248387,5.326
34,"2011-01-07",24.5,2.98,127.1917742,10.398
20,"2010-09-17",65.28,2.706,204.7513279,7.527
15,"2010-03-19",44.69,2.96,131.8242903,8.35
1,"2011-09-16",79.94,3.526,216.0410526,7.962
13,"2012-06-29",82,3.681,130.7562667,5.965
42,"2010-02-19",58.22,2.915,126.5262857,9.765
15,"2012-09-21",60.34,4.203,138.6534,8.193
37,"2011-08-12",87.64,3.638,214.3602701,8.177
8,"2012-03-02",50.95,3.63,224.3959793,5.825
31,"2012-07-27",88.09,3.407,221.5785461,6.565
45,"2011-11-25",48.71,3.492,188.3504,8.523
20,"2011-05-06",53.41,4.046,208.7992595,7.287
16,"2011-04-01",35.75,3.461,192.2691707,6.339
30,"2010-10-08",65.76,2.633,211.4044906,8.163
9,"2010-03-12",55.76,2.667,214.932899,6.415
28,"2010-09-10",83.63,3.044,126.1145806,14.18
21,"2010-05-28",80.94,2.759,210.5552301,8.2
23,"2011-11-18",45.48,3.571,136.4666667,4.42
32,"2012-02-10",23.34,3.103,196.9195056,8.256
23,"2011-07-01",65.65,3.815,135.4468,4.584
1,"2010-09-24",80.94,2.624,211.5972246,7.787
12,"2011-10-14",67.31,3.805,129.7706452,12.89
13,"2010-10-15",54.12,2.845,126.3266774,7.795
14,"2011-03-11",45.01,3.582,184.613419,8.549
33,"2011-03-18",72.72,3.892,128.5121935,8.951
8,"2011-04-15",63.55,3.743,218.7262524,6.297
9,"2011-09-09",75.65,3.546,219.4457675,6.404
41,"2011-09-16",54.82,3.596,194.7419707,6.901
6,"2012-04-13",71.29,3.891,223.1163529,5.964
24,"2012-09-14",64.28,4.088,138.5673,8.953
45,"2010-06-04",75.93,2.847,182.2389876,8.899
37,"2010-09-24",79.17,2.624,210.3664469,8.36
36,"2011-02-04",46.68,2.98,211.3333753,8.395
7,"2010-03-19",29.04,2.692,189.734262,9.014
14,"2011-01-14",24.78,3.205,182.6585782,8.549
5,"2012-03-02",60.66,3.63,221.4342146,5.943
25,"2012-01-27",32.24,3.567,212.9286312,6.961
28,"2010-12-03",43.33,3.041,126.7313333,14.313
19,"2010-12-10",25.12,3.255,132.6764,8.067
27,"2012-06-15",69.52,3.786,142.1292548,8.253
29,"2010-08-27",68.99,2.77,132.6932258,10.409
29,"2012-05-25",62.39,3.85,138.1101935,9.14
43,"2011-05-13",76.03,3.899,207.7281429,10.581
34,"2010-04-02",50.07,2.74,126.6034839,9.593
15,"2010-04-09",57.77,2.992,131.9408065,8.185
16,"2010-05-21",47.34,2.776,189.467827,6.842
24,"2010-02-26",33.98,2.91,131.686,8.326
23,"2012-04-06",37.43,3.957,137.7970968,4.125
45,"2011-09-16",69.17,3.742,186.8024,8.625
35,"2010-03-26",52.34,2.854,135.7073618,9.262
26,"2010-11-12",37.51,2.961,132.9783226,8.149
23,"2011-06-10",65.23,3.924,134.9425484,4.781
25,"2010-05-07",63.67,2.966,203.6101784,7.856
11,"2012-08-24",83.17,3.62,225.6925864,6.334
28,"2010-09-24",81.77,2.939,126.1900333,14.18
22,"2012-07-06",77.41,3.538,142.2234298,7.753
31,"2011-09-02",91.94,3.533,215.4508632,7.852
31,"2011-12-16",50.56,3.159,218.8217928,7.441
33,"2011-01-14",53.63,3.312,127.3009355,8.951
28,"2011-06-17",86.84,3.935,129.0432,13.736
21,"2011-05-20",68.36,3.907,215.3834778,7.931
3,"2011-05-06",69.45,3.906,219.1959827,7.574
35,"2010-06-04",74.29,2.847,136.2181682,9.051
27,"2011-11-18",51.42,3.717,140.4127857,7.906
31,"2011-12-09",41.44,3.158,218.605037,7.441
45,"2010-04-23",53.47,2.902,181.6772564,8.899
37,"2010-11-12",61.97,2.728,210.7667944,8.476
17,"2011-03-18",34.48,3.407,128.5121935,6.866
36,"2011-04-29",76.1,3.837,214.3580974,8.3
26,"2012-06-29",60.71,3.577,138.1962667,7.489
29,"2011-08-19",71.3,3.82,136.183129,9.863
26,"2010-04-02",36.53,2.826,131.9019677,8.512
3,"2010-06-04",78.53,2.705,214.4958382,7.343
18,"2012-02-10",32.83,3.655,137.1666774,8.075
29,"2010-11-19",48.62,3.03,132.9172,10.524
3,"2010-09-03",84.16,2.577,214.8481685,7.346
44,"2011-04-29",43.85,3.683,128.9998667,6.906
22,"2011-08-05",75.33,3.903,139.9896486,8.023
40,"2012-07-13",67.48,3.561,138.263,4.156
20,"2012-01-06",33.42,3.422,212.5711125,6.961
45,"2011-06-17",69.32,3.842,185.6719333,8.521
6,"2011-06-03",84.01,3.699,216.819252,6.855
36,"2012-09-14",78.16,3.692,221.2601207,6.623
21,"2011-09-02",91.94,3.533,215.4508632,7.852
27,"2010-03-26",52.34,2.963,135.7073618,8.237
36,"2010-12-10",51.83,2.813,210.2372494,8.476
18,"2011-12-30",32.36,3.402,136.6432581,8.471
12,"2011-07-15",88.1,3.692,129.1338387,13.503
13,"2010-12-24",34.9,2.846,126.9835806,7.795
30,"2010-04-02",64.12,2.719,210.4798874,8.2
45,"2011-03-25",41.76,3.625,184.9943679,8.549
40,"2012-04-06",36.54,3.957,137.7970968,4.125
15,"2011-07-08",73.47,3.886,135.6283333,7.806
15,"2012-08-24",66.98,3.997,138.2814516,8.193
33,"2011-07-29",95.28,3.694,129.1677097,8.442
3,"2010-09-10",80.84,2.565,214.8065431,7.346
1,"2010-03-05",46.5,2.625,211.3501429,8.106
18,"2012-02-03",37.62,3.633,137.0632581,8.075
45,"2012-10-12",54.47,4,192.3272654,8.667
4,"2012-01-27",40.31,3.29,130.3144516,4.607
12,"2011-07-01",89.85,3.842,129.0894,13.503
29,"2011-02-11",28.89,3.255,133.260871,10.256
10,"2010-05-07",71.06,3.127,126.2898,9.524
20,"2010-08-13",75.98,2.805,204.8533784,7.527
41,"2010-03-05",32.49,2.62,189.6695049,7.541
4,"2012-08-24",75.76,3.61,130.8381613,4.077
39,"2012-10-26",72.9,3.506,222.1136566,6.228
2,"2010-10-15",65.8,2.72,211.4713286,8.163
44,"2010-03-12",37.62,2.733,126.6042857,8.119
27,"2010-05-21",63.31,3.096,136.0796521,8.058
32,"2011-09-09",61.24,3.566,194.6387853,8.622
29,"2011-05-27",62.59,4.034,134.7677742,9.966
41,"2010-06-11",63.36,2.684,189.4000734,7.363
34,"2012-04-13",59.12,3.881,131.108,9.575
20,"2011-10-28",49.36,3.569,210.6918901,7.082
26,"2010-09-10",54.82,2.717,132.7564516,8.445
28,"2012-03-30",64.36,4.294,130.9670968,12.187
14,"2011-04-22",53.04,3.892,185.6684673,8.521
10,"2012-04-20",67.75,4.111,131.1173333,7.382
14,"2010-12-31",29.67,3.179,182.5714479,8.724
20,"2011-05-13",62.26,4.066,208.9599189,7.287
22,"2012-10-12",54.18,4.029,142.9376167,7.543
15,"2012-10-12",49.12,4.186,138.9117,7.992
6,"2010-12-10",48.46,2.843,212.9804059,7.007
30,"2012-02-03",55.83,3.36,219.8118854,7.057
35,"2010-02-12",29.81,2.773,135.4113076,9.262
7,"2010-04-02",38.26,2.725,189.7048215,8.963
36,"2012-04-27",70.06,3.888,220.3014485,6.989
44,"2010-07-23",82.27,2.797,126.1283548,7.804
44,"2010-04-16",50.39,2.915,126.5621,7.972
24,"2011-06-03",73.12,4.069,134.8551613,8.212
6,"2010-12-03",52.3,2.708,213.123851,7.007
44,"2010-02-05",31.53,2.666,126.4420645,8.119
11,"2010-07-23",84.57,2.608,214.5564968,7.346
18,"2012-01-27",30.44,3.568,136.9598387,8.075
43,"2011-12-23",42.63,3.112,210.9052972,10.148
11,"2010-12-24",59.33,2.886,214.7017828,7.564
16,"2012-02-03",25.53,3.031,196.8728921,6.162
31,"2012-02-24",54.81,3.555,220.275944,7.057
13,"2011-09-02",77,3.58,129.3259355,6.877
27,"2010-04-09",62.62,2.992,135.7856359,8.058
31,"2011-01-14",34.14,2.983,211.1176713,8.028
10,"2012-08-03",84.76,3.595,130.737871,7.17
28,"2012-04-27",77.99,4.193,131.1266667,11.627
11,"2012-06-01",81.67,3.501,225.2518313,6.664
23,"2012-04-13",41.81,4.025,137.868,4.125
10,"2012-08-31",86.97,3.886,130.8853548,7.17
11,"2012-04-27",73.4,3.814,225.1243526,6.664
9,"2012-03-23",58.79,3.787,225.0336786,5.667
24,"2011-01-14",22.41,3.367,132.9510645,8.252
18,"2010-05-07",65.64,2.981,132.1062,9.269
34,"2011-01-14",30.75,2.992,127.3009355,10.398
14,"2011-03-18",46.66,3.631,184.809719,8.549
11,"2011-11-18",66.17,3.308,221.6432852,7.197
19,"2010-06-18",66.25,2.942,132.4733333,8.185
12,"2010-02-05",49.47,2.962,126.4420645,13.975
9,"2012-10-26",69.52,3.506,227.2328068,4.954
7,"2011-10-07",40.65,3.498,194.9459724,8.513
4,"2012-02-10",33,3.411,130.3849032,4.607
17,"2012-04-06",43.92,3.793,131.0375484,6.235
22,"2010-05-21",59.99,2.961,136.0796521,8.348
42,"2011-03-25",62.53,3.716,128.6160645,8.744
32,"2012-01-27",36.67,3.038,196.8262786,8.256
28,"2011-04-08",64.47,4.003,128.8238065,13.736
42,"2011-09-16",77.49,3.784,129.4306,8.257
36,"2011-04-22",74.57,3.805,214.1921572,8.3
18,"2012-01-20",24.2,3.542,136.8564194,8.075
41,"2012-05-25",54.89,3.804,197.5886046,6.547
39,"2012-08-03",84.05,3.417,220.6319358,6.623
1,"2011-05-13",75.64,3.899,215.9640526,7.682
3,"2011-02-04",45.95,2.989,215.8863367,7.551
10,"2010-10-08",77.04,2.924,126.2791667,9.003
39,"2010-05-21",76.67,2.826,209.3922937,8.464
22,"2011-01-07",32.56,3.193,136.7332569,8.458
14,"2012-03-23",59.45,3.9,190.5363213,8.424
43,"2011-02-04",33.21,2.989,204.5264194,10.398
12,"2011-03-11",57.75,3.818,128.3995,14.021
32,"2012-05-11",55.4,3.87,197.5481609,8.09
40,"2011-12-30",18.75,3.402,136.6432581,4.42
19,"2010-04-23",46.87,3.021,132.0226667,8.185
14,"2011-05-13",60.38,4.066,186.0719231,8.521
5,"2010-10-08",64.99,2.633,212.3019522,6.768
39,"2012-01-27",60.65,3.29,218.7687195,7.244
37,"2011-06-17",84.43,3.637,213.7481256,8.3
44,"2010-07-16",77.79,2.791,126.1498065,7.804
9,"2011-03-18",63.82,3.488,217.9563371,6.416
32,"2010-07-30",75.62,2.69,189.9368504,9.017
19,"2011-06-17",64.02,3.989,135.0837333,7.658
3,"2010-03-05",53.04,2.625,214.6751386,7.368
19,"2012-02-24",33.91,3.917,137.3411034,7.943
34,"2012-03-02",42.74,3.619,130.6457931,9.653
36,"2012-05-11",76.55,3.764,220.4075581,6.989
12,"2011-06-10",78.72,3.981,129.0357097,13.736
18,"2010-08-20",71.76,2.796,132.6616129,9.342
10,"2011-09-09",89.06,3.771,129.3686129,8.257
6,"2012-01-13",48.33,3.261,221.4893412,6.132
6,"2010-05-14",74.95,2.854,211.8421769,7.092
36,"2010-04-02",63.43,2.708,209.5938656,8.464
36,"2011-07-01",85.33,3.502,213.9324122,8.177
29,"2010-12-31",28.49,3.177,132.8150323,10.524
41,"2011-09-30",61.77,3.538,194.8779718,6.901
20,"2012-02-10",33.47,3.64,213.1186138,6.961
1,"2012-09-28",76.08,3.666,222.9816579,6.908
30,"2012-09-07",88.4,3.73,222.0747635,6.565
40,"2012-09-21",54.12,4.056,138.6534,4.156
20,"2012-01-13",37.79,3.513,212.7386486,6.961
20,"2010-08-06",74.57,2.784,204.7293252,7.527
43,"2011-07-29",83.43,3.682,207.313553,10.641
14,"2011-09-02",70.63,3.703,186.6189274,8.625
4,"2012-09-21",68.97,3.721,131.0103333,4.077
27,"2012-03-09",44.32,4.021,141.4742857,8.009
7,"2012-07-13",64.21,3.613,197.8788621,7.872
16,"2011-09-23",50.39,3.581,194.8099713,6.338
11,"2010-12-17",54.63,2.869,214.704919,7.564
18,"2011-09-16",66.23,3.809,136.3145,8.89
11,"2012-10-12",69.94,3.601,226.9239785,6.034
14,"2011-11-25",48.71,3.492,188.3504,8.523
26,"2010-12-17",20.61,3.139,132.6804516,8.149
24,"2011-01-07",30.72,3.351,132.8823226,8.252
20,"2011-02-25",33.2,3.274,206.6424093,7.343
44,"2012-05-25",62.39,3.801,131.0287742,5.621
38,"2012-01-20",46.2,3.66,130.2792258,12.187
10,"2010-03-26",60.05,2.98,126.6050645,9.765
14,"2010-12-24",30.59,3.141,182.54459,8.724
36,"2010-09-17",82.1,2.55,210.2924504,8.36
25,"2011-02-25",28.36,3.274,206.6424093,7.343
33,"2012-03-30",71.34,4.294,130.9670968,7.603
15,"2011-11-18",46.53,3.717,136.4666667,7.866
15,"2012-10-19",52.89,4.153,138.8336129,7.992
40,"2010-11-26",32.94,3.07,132.8369333,5.287
29,"2012-04-13",49.89,4.025,137.868,9.14
11,"2010-09-17",83.04,2.582,214.8322484,7.346
21,"2011-06-24",85.72,3.594,214.7441108,7.931
2,"2011-04-08",67,3.622,214.7252242,7.931
42,"2011-10-07",75.01,3.827,129.6938,7.874
16,"2012-05-25",57.36,3.804,197.5886046,6.169
23,"2012-01-27",25.71,3.568,136.9598387,4.261
28,"2012-04-06",64.05,4.121,131.0375484,11.627
7,"2011-09-09",45.61,3.566,194.6387853,8.622
13,"2011-12-09",24.82,3.341,129.8555333,6.392
31,"2012-05-25",79.49,3.561,221.3828029,6.891
39,"2012-04-06",73.49,3.891,220.1204125,6.989
23,"2011-06-24",63.8,3.851,135.2652667,4.781
21,"2011-02-04",36.33,2.989,212.2240646,8.028
31,"2010-02-19",39.75,2.514,210.9451605,8.324
9,"2010-07-30",79.83,2.64,214.9257105,6.442
26,"2010-07-30",63.79,2.792,132.5983871,8.445
14,"2011-12-09",46.57,3.415,188.6544692,8.523
6,"2011-01-21",46.2,3.016,213.3399647,6.858
20,"2011-06-24",72.4,3.804,208.2306018,7.287
22,"2012-07-13",75.81,3.561,142.2548214,7.753
30,"2012-07-06",85.26,3.227,221.5215064,6.565
3,"2011-04-29",78.69,3.81,219.0236099,7.574
9,"2010-05-21",71.5,2.826,214.1399162,6.384
5,"2011-04-08",69.64,3.622,215.6407939,6.489
29,"2010-09-03",75.85,2.735,132.7248387,10.409
44,"2010-06-25",71.83,2.82,126.1266,7.972
9,"2010-07-16",82.93,2.623,214.6474453,6.442
39,"2011-01-28",47.94,3.01,210.9682412,8.395
41,"2012-06-08",65.11,3.741,197.6551863,6.547
34,"2010-04-09",51.26,2.773,126.6019032,9.593
1,"2012-04-20",66.76,3.877,221.5640737,7.143
19,"2011-07-15",73.7,3.915,135.7837419,7.806
23,"2011-09-16",60.52,3.809,136.3145,4.584
15,"2010-08-27",65.07,2.885,132.6932258,8.099
5,"2011-02-18",58.83,3.045,213.8068304,6.634
24,"2010-12-31",25.9,3.336,132.8150323,8.275
34,"2011-04-15",53.3,3.724,128.9107333,10.581
27,"2012-04-13",52.22,4.187,141.8433929,8.253
12,"2010-02-12",47.87,2.946,126.4962581,13.975
10,"2012-06-15",88.58,4.144,130.8295333,7.382
42,"2010-02-12",49.96,2.828,126.4962581,9.765
1,"2012-03-16",64.74,3.734,221.2118132,7.348
17,"2012-01-06",27.64,3.08,130.1575161,6.403
12,"2012-10-26",65.95,4.301,131.1930968,10.199
35,"2012-07-13",78.95,3.523,142.2548214,8.839
42,"2010-08-06",86.13,3.123,126.0854516,9.199
25,"2011-08-26",66.8,3.704,208.902476,7.274
6,"2010-08-27",85.71,2.619,213.0905324,6.973
13,"2010-06-11",65.24,2.841,126.1119032,8.107
18,"2011-09-02",68.23,3.784,136.2440968,8.89
3,"2012-03-09",60.71,3.669,224.5620291,6.833
11,"2011-02-18",61.5,3.045,216.5843571,7.551
40,"2010-11-05",36.45,2.938,132.9245806,5.287
34,"2010-06-04",72.17,2.701,126.1360645,9.593
35,"2010-02-19",32.44,2.745,135.4657781,9.262
29,"2011-04-15",48.88,3.823,134.2784667,9.966
39,"2011-10-21",67.65,3.353,216.2468287,7.716
19,"2010-05-14",46.53,3.112,132.152129,8.185
32,"2012-04-13",52.1,3.901,197.780931,8.09
21,"2012-02-03",55.83,3.36,219.8118854,7.057
40,"2012-08-03",70.15,3.698,138.1735806,4.156
43,"2011-12-30",41.83,3.129,211.0740553,10.148
7,"2010-08-20",59.59,2.732,190.2948237,9.017
16,"2011-03-11",29.36,3.372,192.058484,6.614
37,"2011-12-09",50.64,3.158,217.6645878,7.716
6,"2010-02-26",47.1,2.561,212.845337,7.259
40,"2010-05-21",56.75,2.961,132.2230323,5.435
25,"2012-02-10",32.47,3.64,213.1186138,6.961
42,"2012-01-06",59.85,3.443,130.1575161,7.545
36,"2010-10-08",66.34,2.595,210.5144398,8.476
28,"2012-08-17",94.87,4.002,130.7909677,10.926
13,"2011-08-05",75.56,3.595,129.1846452,6.877
26,"2011-01-21",12.98,3.232,133.0285161,7.907
31,"2012-02-10",46.52,3.409,219.9049073,7.057
34,"2012-08-17",77.78,3.552,130.7909677,9.285
8,"2011-01-14",31.62,2.983,214.7930991,6.262
29,"2012-06-08",61.71,3.746,138.1174194,9.14
3,"2010-09-24",76.9,2.624,214.9084516,7.346
2,"2012-01-13",45.99,3.261,219.5328198,7.057
37,"2011-10-07",71.2,3.285,215.7831333,7.716
22,"2011-05-20",58.56,4.101,138.587106,8.252
15,"2012-06-01",67.61,3.915,138.1138065,8.15
16,"2010-03-12",28.64,2.684,189.7372075,7.039
26,"2011-07-01",59.89,3.815,135.4468,7.767
27,"2011-08-12",76.67,3.995,140.0859873,7.85
10,"2012-07-13",89.8,3.723,130.683,7.17
21,"2010-08-06",90.3,2.627,211.1608049,8.099
26,"2010-06-04",58.46,2.857,132.3648387,8.512
11,"2010-10-01",75.11,2.603,214.9846548,7.564
6,"2010-06-04",79.44,2.705,212.6982436,7.092
8,"2010-09-24",72.21,2.624,214.9547795,6.315
32,"2010-10-01",66.14,2.759,190.6738241,9.137
3,"2012-02-17",52.39,3.51,223.9170153,6.833
45,"2010-03-19",48.79,2.844,182.0779857,8.992
5,"2011-06-03",83.81,3.699,215.8384319,6.489
45,"2012-07-13",79.97,3.523,191.1685192,8.684
26,"2010-12-24",21.81,3.15,132.7477419,8.149
17,"2012-07-06",68.91,3.63,130.7196333,5.936
36,"2011-03-18",64.9,3.487,213.1096787,8.395
9,"2010-06-04",79.65,2.705,214.7257848,6.384
17,"2011-03-04",24.21,3.23,128.26475,6.866
8,"2012-03-09",49.59,3.669,224.6110379,5.825
15,"2011-12-23",34.93,3.587,136.5883871,7.866
39,"2010-11-19",55.5,2.771,210.65429,8.476
21,"2012-06-29",88.05,3.286,221.4813343,6.891
4,"2012-06-08",78.11,3.433,130.8896774,4.308
32,"2010-09-10",68.44,2.78,190.3958293,9.017
10,"2011-02-18",61.77,3.43,127.99525,8.744
31,"2011-09-16",80.62,3.526,215.6944378,7.852
38,"2010-04-16",64.95,3.109,126.5621,14.099
6,"2010-09-10",78.78,2.565,213.013312,6.973
25,"2011-03-11",36.73,3.582,207.1882876,7.343
43,"2012-08-03",85.06,3.417,213.3388802,9.285
3,"2010-07-16",84.32,2.623,214.4176476,7.346
19,"2010-08-27",66.4,2.885,132.6932258,8.099
41,"2012-02-24",27.89,3.129,196.9499007,6.589
12,"2012-01-27",50.43,3.675,130.3144516,12.187
8,"2010-09-10",74.34,2.565,214.8528728,6.315
6,"2012-06-15",82.1,3.393,223.3680933,5.964
9,"2012-07-13",82.39,3.256,225.6771463,5.277
26,"2012-03-23",49.97,3.889,137.6552903,7.467
35,"2011-12-16",40.68,3.413,140.4700795,8.745
42,"2011-11-11",55.28,3.677,129.8167097,7.874
26,"2012-01-06",22.94,3.439,136.698129,7.467
15,"2011-01-07",30.53,3.351,132.8823226,7.771
40,"2011-10-07",50.21,3.633,136.472,4.42
24,"2012-06-08",59.93,3.871,138.1174194,8.983
29,"2010-09-10",68.6,2.717,132.7564516,10.409
13,"2012-03-02",32.36,3.242,130.6457931,6.104
14,"2012-05-11",61.24,3.889,190.9764167,8.567
3,"2012-08-24",83.01,3.62,225.6925864,6.334
2,"2012-05-11",73.87,3.688,221.3632212,6.891
41,"2012-06-29",76.54,3.693,197.785577,6.547
4,"2012-02-17",34.19,3.493,130.4546207,4.607
6,"2010-07-23",83.9,2.608,212.7578505,6.973
32,"2010-08-13",74.97,2.723,190.2611552,9.017
29,"2011-06-10",69.53,3.924,134.9425484,9.966
13,"2011-04-29",43.85,3.683,128.9998667,7.193
9,"2010-12-17",49.7,2.869,214.9334937,6.56
44,"2010-06-11",65.24,2.841,126.1119032,7.972
21,"2011-02-25",61.27,3.065,213.190421,8.028
34,"2011-07-22",80.75,3.627,129.1507742,10.641
41,"2010-12-31",25.19,2.829,191.2557002,7.508
19,"2012-01-27",32.41,3.737,136.9598387,7.943
11,"2012-09-28",77.67,3.666,226.5180926,6.334
12,"2010-07-02",91.98,3.105,126.1392,14.18
